,user_id,ISBN,rating
840028,203411,0440224764,8
840030,203411,0451183665,7
840035,203417,0670030643,8
840051,203424,014029628X,10
840053,203425,0312983867,9
840058,203425,0671039962,5
840060,203433,0446531332,10
840069,203441,0345370775,10
840070,203441,0345386108,9
840074,203441,0425097609,10
840075,203441,0425100650,9
840076,203441,0425109720,10
840079,203441,0425134350,9
840085,203441,0451124340,9
840087,203441,0671041789,10
840095,203452,0552999954,9
840099,203455,0553268929,7
840101,203457,1400034639,8
840113,203488,0553351672,8
840128,203500,0140185216,5
840202,203503,0671742647,10
840205,203506,0060096195,10
840206,203506,0060294671,10
840212,203506,0312278586,9
840214,203506,0374121230,7
840215,203506,0375400117,7
840217,203506,0385319037,8
840219,203506,038550120X,1
840224,203506,0451163966,9
840236,203506,0743247612,9
840240,203506,0802140122,8
840249,203516,0684833778,8
840250,203516,0684872153,8
840252,203519,0446530891,7
840253,203523,0345313860,10
840254,203523,0373218958,7
840258,203523,051511264X,8
840262,203531,0140440224,7
840264,203531,0449210820,7
840265,203531,0609809547,5
840268,203531,067169507X,5
840271,203531,0971880107,7
840275,203533,0060929790,8
840276,203533,0140119906,10
840277,203533,0345409973,8
840284,203541,0312261594,8
840286,203541,0553246895,8
840306,203542,0812515501,8
840310,203550,0671727796,10
840311,203558,0140179836,9
840385,203573,0345396812,7
840394,203581,0425184315,6
840400,203583,0380764008,8
840407,203598,0316284955,9
840409,203598,0385503822,5
840410,203598,0399148817,6
840411,203598,044023722X,8
840413,203598,0446610399,5
840414,203598,0449002411,4
840415,203598,0451203046,8
840417,203598,0743206053,5
840418,203598,0743211375,7
840419,203598,0743418174,8
840436,203603,0345413350,8
840441,203603,0441004326,9
840442,203603,0441005195,9
840445,203603,0553283685,9
840446,203603,0553562614,9
840448,203603,0553573314,9
840451,203603,0596001088,7
840453,203603,0671004107,9
840457,203603,0671726889,10
840463,203603,0679747044,9
840474,203603,0812515285,10
840478,203603,0812590554,8
840481,203603,1565921496,8
840500,203617,0440220602,8
840514,203621,0310252172,6
840520,203621,0440213029,6
840521,203621,0440221471,6
840522,203621,0440222656,4
840534,203621,0679444815,8
840537,203621,080410753X,9
840539,203621,0805056645,4
840544,203625,2290047414,10
840569,203649,0060195460,8
840570,203649,0060392452,10
840606,203649,0446532231,10
840636,203649,0679750789,10
840670,203665,1551669552,5
840674,203668,0671038443,9
840676,203670,0062502182,9
840679,203674,3442428785,4
840717,203742,0374525641,10
840718,203742,0380798581,8
840720,203742,0446676071,8
840721,203742,0451131517,6
840723,203742,0679745394,8
840724,203742,067976402X,9
840734,203753,0679735909,7
840735,203754,0060922532,7
840743,203764,0312962444,10
840745,203764,0312979517,10
840746,203764,0316789089,10
840755,203764,0345380371,8
840757,203764,0345391055,10
840758,203764,0345402871,10
840759,203764,034540288X,8
840760,203764,0375707972,10
840761,203764,0380603764,8
840762,203764,0380721457,7
840765,203764,0380726254,10
840768,203764,0440209412,10
840769,203764,0440221919,7
840772,203764,0446359866,10
840773,203764,0446363170,8
840774,203764,0446364800,10
840778,203764,0446606324,10
840779,203764,0446607053,8
840781,203764,0446608602,10
840782,203764,0446608890,10
840784,203764,0449003132,10
840785,203764,0449003302,10
840786,203764,0449148408,10
840787,203764,0449209598,10
840788,203764,0449213323,10
840789,203764,0449213730,10
840791,203764,0449219372,10
840793,203764,0451183665,9
840794,203764,051511992X,10
840800,203764,0553285920,10
840801,203764,055329170X,10
840803,203764,0553568701,10
840804,203764,055357230X,10
840806,203764,0671027581,10
840807,203764,067153288X,9
840813,203764,0872168255,8
840820,203766,0316168688,7
840821,203766,0452268060,8
840822,203766,0452274427,8
840823,203770,1857027051,9
840852,203799,0140113428,9
840859,203799,0307021106,10
840884,203799,0316845221,5
840888,203799,0345323440,9
840906,203799,0373244487,9
840914,203799,0373483694,9
840942,203799,038075620X,10
840944,203799,0380756234,8
840969,203799,0399142851,7
840970,203799,0399146601,7
840973,203799,0425119653,8
840975,203799,0425132951,6
840979,203799,0425154092,4
840993,203799,0440221471,6
840994,203799,0440225116,7
841004,203799,0440972329,9
841008,203799,0446351709,8
841017,203799,0446602345,9
841021,203799,0446604666,8
841033,203799,0449908186,6
841035,203799,0449911012,7
841054,203799,0515090174,10
841056,203799,0515093556,7
841057,203799,0515099511,4
841059,203799,051511605X,8
841060,203799,0515118397,9
841067,203799,0515128600,5
841069,203799,0515130966,7
841073,203799,051513287X,10
841074,203799,0515133302,9
841075,203799,0515135739,8
841096,203799,0553295101,10
841101,203799,0553564404,9
841102,203799,0553568701,7
841105,203799,0553580191,10
841106,203799,0553582763,9
841107,203799,055380250X,7
841108,203799,0590227637,8
841134,203799,0671880608,9
841140,203799,0684196387,8
841141,203799,0684810395,8
841146,203799,068816112X,10
841147,203799,0688162827,9
841152,203799,0743407075,10
841170,203799,0812507916,8
841171,203799,0812510488,9
841178,203799,0843941979,8
841214,203799,1558745718,9
841326,203820,8423309142,6
841338,203820,8427200153,9
841533,203825,340411566X,8
841536,203825,3462033360,6
841543,203827,0345368754,10
841551,203829,0345450647,6
841552,203829,0446387878,8
841553,203829,0452281881,4
841554,203829,0684800993,2
841556,203840,080410753X,9
841559,203844,0060937866,8
841563,203844,0140147470,8
841566,203844,0140278206,5
841574,203844,0307336565,9
841577,203844,0345440145,7
841582,203844,0385486804,9
841583,203844,0385492081,9
841584,203844,0393300560,10
841585,203844,0394550846,10
841594,203844,0446674249,7
841599,203844,0553258001,10
841608,203844,0688172172,8
841613,203844,0786884649,6
841633,203870,0886778166,4
841634,203871,0440414121,6
841646,203883,0553213458,8
841647,203883,1573225517,9
841649,203893,0440219078,9
841652,203895,1853260231,4
841655,203897,0140274782,5
841667,203897,1573228583,7
841668,203899,0142004235,10
841672,203900,0140282033,10
841676,203900,0312952716,10
841683,203900,038056176X,10
841685,203900,0385474016,10
841686,203900,0385479565,10
841691,203900,0425098087,10
841698,203900,0440158532,10
841699,203900,0440204887,10
841701,203900,0440498058,10
841712,203900,0451167716,10
841731,203900,0671746065,10
841733,203900,0671894455,10
841735,203900,0786012633,10
841738,203900,0933944047,10
841741,203900,0965327507,10
841833,203916,0060929790,7
841845,203932,0553380966,9
841878,203966,0399149392,8
841879,203966,0767902521,8
842762,204011,0425165159,8
842764,204011,0440225701,6
842766,204011,0671041789,9
842777,204032,0517799529,10
842797,204044,0061012513,10
842807,204044,080213825X,4
842866,204092,059035342X,10
842871,204100,0446310786,10
842880,204115,0312985207,7
842881,204115,0425108937,8
842888,204115,0671000306,7
842912,204122,0061056928,7
842917,204124,3442309174,10
842961,204141,1857025024,10
843071,204167,0380005255,1
843076,204167,0380750872,1
843077,204167,0380753014,1
843090,204167,0380897822,2
843109,204167,0440205212,3
843112,204167,0440241057,5
843115,204167,0441003389,6
843122,204167,0446364282,3
843144,204167,0451203585,4
843170,204167,055327211X,3
843180,204167,0590474804,1
843197,204167,0671690566,3
843198,204167,0671690574,3
843199,204167,0671690582,3
843200,204167,0671690590,3
843203,204167,0671736809,8
843204,204167,067173685X,8
843207,204167,0671743902,3
843208,204167,0671745077,3
843209,204167,0671745107,3
843234,204167,1551660717,5
843238,204167,1551666022,2
843245,204172,0345443284,6
843279,204190,0312423799,7
843280,204192,0345384377,8
843281,204192,0345402871,9
843282,204192,0440217520,6
843284,204196,0609610597,8
843288,204203,0385504209,7
843297,204205,0151446474,9
843325,204205,0743202988,6
843337,204206,038076041X,9
843352,204246,3462028189,8
843354,204246,3499227770,10
843368,204253,0446403237,7
843371,204255,006018311X,7
843372,204255,0060928336,10
843373,204255,0345351959,8
843374,204255,0517595753,7
843376,204255,0590452037,10
843377,204255,0767902041,5
843378,204255,0786808284,9
843382,204255,1558746161,9
843389,204273,0380792648,9
843390,204275,0060502258,8
843391,204275,0553268880,5
843403,204285,0345384350,8
843422,204292,0316899984,8
843459,204316,0345364279,7
843462,204316,0399148469,8
843465,204316,0553282816,5
843466,204316,0553572350,6
843469,204316,0679435212,7
843472,204316,080505104X,10
843474,204316,0874776945,6
843490,204333,044022165X,8
843492,204333,0441790348,7
843496,204333,0671041789,10
843497,204333,0684832178,10
843498,204333,0743203631,10
843501,204341,0767902890,8
843503,204345,0451184718,7
843506,204349,0679432477,7
843704,204363,0060280921,10
843707,204363,0312971346,10
843708,204363,0312983867,10
843711,204363,0439531640,9
843716,204363,0670880728,10
843721,204366,0345416260,7
843722,204366,037570504X,6
843727,204366,0684859033,9
843747,204380,0345362861,7
843748,204380,0345368991,8
843753,204387,8807813025,9
843767,204391,0679748253,4
843771,204391,0802713432,7
843777,204393,0060928336,10
843780,204393,0064472264,10
843781,204393,0064472272,10
843785,204393,0312979533,8
843786,204393,0316284955,10
843787,204393,0394561619,10
843788,204393,0671021001,10
843789,204393,0671689231,10
843791,204393,0684848066,10
843795,204393,0767905180,10
843796,204393,0842329129,10
843797,204393,0842329145,10
843798,204393,0842329218,10
843799,204393,0842329250,10
843800,204393,0842329269,10
843801,204393,0842329277,10
843802,204393,0842329293,10
843803,204393,0842332286,10
843804,204393,1577780728,10
843816,204414,0060096209,6
843822,204414,0446679364,9
843831,204432,0440226430,9
843832,204432,0671867156,10
843861,204452,0060502258,8
843862,204452,0375708278,7
843863,204452,0385722435,10
843864,204452,0446678457,7
843865,204452,0553348981,8
843866,204455,0060187476,7
843867,204455,0060196092,7
843868,204455,0399143947,8
843869,204455,0399145087,7
843870,204455,039914739X,3
843872,204455,0451205081,7
843879,204457,006109921X,10
843880,204457,0061099686,9
843882,204457,0066214440,8
843883,204457,0140178406,8
843884,204457,0143035002,7
843885,204457,0156005891,9
843886,204457,0312203594,9
843888,204457,0312966091,8
843889,204457,0312966970,8
843890,204457,0312971346,8
843891,204457,0312976275,8
843893,204457,0312990456,9
843896,204457,0316735736,8
843897,204457,0316780375,9
843898,204457,0316789089,10
843900,204457,0316969680,8
843901,204457,0345445856,7
843903,204457,0375504036,10
843904,204457,0375505547,10
843908,204457,0380718340,9
843910,204457,038072362X,10
843911,204457,0380723638,7
843916,204457,0380765454,8
843919,204457,0380975017,9
843920,204457,0385504209,8
843921,204457,0385505833,7
843923,204457,0395083567,10
843926,204457,0399142649,6
843927,204457,0399143947,9
843932,204457,0425183750,9
843935,204457,0440111323,9
843936,204457,0440188415,9
843937,204457,0440214041,9
843940,204457,0449223612,9
843942,204457,0451197399,8
843943,204457,055308576X,8
843944,204457,0553095153,8
843945,204457,055309999X,8
843946,204457,0671001795,8
843947,204457,0671003755,10
843948,204457,0671010123,7
843949,204457,0671867164,5
843955,204457,0684835959,8
843957,204457,0743206053,8
843961,204457,0871136791,10
843962,204457,0892965681,10
843975,204468,0140296298,7
843977,204468,0743469801,10
843979,204470,0142001430,9
843980,204470,0345435168,8
843982,204470,0375406182,4
843984,204470,037570485X,6
843987,204470,0671015648,3
843988,204470,0671686151,8
844133,204477,0684801051,5
844134,204478,0440236703,9
844136,204486,0060938293,10
844137,204488,0553560735,8
844144,204494,0446310786,10
844156,204501,0553571885,8
844157,204501,074343627X,8
844158,204501,0743456378,7
844162,204504,0345367693,7
844163,204504,0440234743,6
844168,204504,059035342X,9
844181,204507,0671708635,10
844185,204507,1580621805,9
844459,204524,0553582909,5
844460,204524,0553583468,5
844468,204533,067102082X,6
844471,204538,0070064547,5
844473,204538,0451455789,9
844474,204538,067082982X,6
844475,204538,0767912357,5
844476,204541,0515109509,7
844486,204561,0440183669,5
844487,204561,0440208513,5
844488,204561,0446356018,10
844492,204567,8478800336,5
844546,204591,0060572965,9
844561,204591,0312977433,3
844568,204591,0312980140,8
844580,204591,0345353145,9
844581,204591,0345380371,7
844583,204591,0345402871,7
844587,204591,0345423429,8
844592,204591,034544356X,10
844595,204591,0345452704,6
844608,204591,0373790554,4
844611,204591,0373835272,7
844619,204591,0380790947,5
844662,204591,0441010652,8
844666,204591,0441172695,8
844672,204591,0446610038,7
844679,204591,0451188454,5
844684,204591,0451205073,8
844708,204591,0486264785,8
844713,204591,0505524686,5
844719,204591,0505525526,7
844728,204591,0515110973,6
844729,204591,0515118907,7
844734,204591,0515130389,9
844735,204591,0515130966,7
844736,204591,0515130990,8
844738,204591,0515133868,6
844742,204591,051513628X,10
844743,204591,0515136379,9
844744,204591,0515136530,10
844752,204591,0553569910,7
844753,204591,0553571885,8
844754,204591,0553575023,9
844759,204591,0553579606,6
844762,204591,0553582127,6
844765,204591,0553584375,8
844767,204591,0553585118,6
844768,204591,0553585681,7
844775,204591,0671024914,8
844777,204591,0671034057,7
844793,204591,0671872699,5
844806,204591,0743444264,7
844815,204591,0743467426,7
844833,204591,0778320294,9
844856,204591,0843948302,2
844898,204601,0312140908,10
844899,204601,0440241111,8
844908,204619,0312199430,5
844909,204619,0385504209,5
844910,204619,044809505X,6
844913,204619,059050214X,5
844914,204619,0590962736,6
844915,204619,0894808249,6
844917,204621,0743437640,9
844920,204622,0060935464,9
844923,204622,0142004278,4
844926,204622,0385504209,10
844934,204622,0553096060,6
844935,204622,0671027360,10
844945,204622,0786868716,7
844966,204622,1878424114,9
844977,204631,0345435168,6
844979,204634,0060008369,9
844982,204634,0375821813,9
844983,204634,0449001245,10
844985,204635,0140131558,8
844990,204641,0312195516,5
844991,204641,0671510053,5
845016,204660,0062505319,8
845018,204660,0316666343,10
845020,204660,0375700757,7
845021,204660,0399144463,9
845023,204660,0609804138,10
845028,204663,0064400557,10
845029,204663,0140327592,10
845030,204663,0140621407,10
845037,204663,038533334X,7
845065,204669,0449911357,10
845069,204669,080411868X,7
845077,204675,0345452569,4
845124,204692,0671606840,10
845168,204700,0316158720,7
845170,204702,0671540025,5
845182,204733,0440212561,8
845191,204747,0425166422,8
845219,204754,0060084405,8
845223,204763,0446606251,8
845229,204773,0671039970,3
845260,204783,0385504209,8
845261,204783,0449005615,10
845262,204783,0671027360,8
845263,204783,0743467523,7
845271,204790,0440173922,6
845272,204790,0440214009,5
845274,204790,0446612790,8
845276,204790,0451166892,8
845281,204790,0671673688,8
845286,204790,1551666960,7
845287,204790,1551667509,9
845290,204792,0446530522,8
845292,204793,0142000205,4
845294,204793,0446611921,3
845295,204793,0842329129,6
845300,204794,0449200221,6
845307,204799,0441003257,7
845308,204799,0671755064,6
845309,204800,0679400702,6
845310,204801,0515132187,7
845311,204801,0553582135,8
845312,204801,0743412311,7
845345,204809,0375727345,7
845346,204809,0380797631,8
845492,204825,0385413017,9
845494,204825,0756400309,10
845495,204825,0886777631,10
845496,204825,0886778441,10
845509,204825,3423071516,8
845510,204825,3423072571,7
845519,204825,3442541751,6
845524,204825,3492045170,8
845527,204825,3608952128,7
845533,204830,8440627203,9
845537,204838,0385333706,8
845570,204858,3442442508,7
845575,204860,8807813025,10
845577,204860,8817106100,8
845595,204864,0020427859,10
845614,204864,0060175966,9
845630,204864,0060534044,6
845635,204864,0060808551,10
845641,204864,0060916508,10
845649,204864,0060924799,8
845653,204864,0060928336,9
845658,204864,0060930535,9
845663,204864,0060932813,7
845676,204864,0060938099,8
845679,204864,0060973277,10
845682,204864,0060976845,6
845685,204864,0060981180,9
845688,204864,0060987529,9
845689,204864,006099486X,9
845721,204864,0061054887,10
845724,204864,0061091316,2
845727,204864,0061092177,10
845752,204864,0066212545,9
845755,204864,0070212570,9
845788,204864,0140119906,10
845810,204864,0140186409,10
845811,204864,0140186425,10
845812,204864,0140187537,10
845823,204864,0140250948,9
845830,204864,0140258795,10
845854,204864,0140390316,9
845855,204864,0140430024,9
845862,204864,0140440046,9
845865,204864,0140441204,9
845871,204864,0140445269,10
845874,204864,014062063X,10
845880,204864,0141301066,10
845883,204864,014200023X,10
845888,204864,0142001619,8
845890,204864,0142001805,10
845903,204864,0151005346,10
845904,204864,0151006725,9
845910,204864,0151327653,10
845916,204864,0156006391,10
845917,204864,0156006847,10
845923,204864,0156027321,10
845941,204864,0192833596,10
845980,204864,0312195516,10
845985,204864,0312201656,10
845986,204864,0312204264,10
846017,204864,0312310064,8
846022,204864,0312421818,10
846031,204864,031286583X,7
846043,204864,0312951426,8
846047,204864,0312956126,8
846077,204864,0312979533,10
846083,204864,0312983603,10
846086,204864,0312988249,6
846104,204864,0316666343,9
846108,204864,0316769487,10
846113,204864,0316785261,10
846167,204864,0345347951,10
846177,204864,0345350685,10
846180,204864,0345360001,8
846185,204864,0345361792,9
846190,204864,0345371135,9
846200,204864,0345384563,10
846206,204864,0345389247,10
846221,204864,0345413881,10
846222,204864,034541389X,10
846223,204864,0345413903,9
846224,204864,0345415000,8
846230,204864,0345423135,9
846258,204864,0345450914,9
846263,204864,0345453743,10
846291,204864,0375412115,9
846301,204864,0375504907,10
846309,204864,0375700757,10
846321,204864,0375706410,9
846334,204864,0375725466,7
846339,204864,0375726403,9
846343,204864,0375727345,7
846359,204864,0380619458,9
846361,204864,0380698714,10
846363,204864,0380702843,10
846369,204864,0380705745,8
846395,204864,0380721643,7
846399,204864,038072345X,8
846421,204864,0380731142,7
846444,204864,0380789035,10
846463,204864,038081093X,8
846464,204864,0380813815,10
846465,204864,038081904X,8
846468,204864,0380973464,10
846482,204864,0385312377,8
846487,204864,0385315724,9
846488,204864,0385319444,7
846489,204864,0385335555,8
846490,204864,0385337116,8
846498,204864,0385475721,8
846500,204864,0385478003,10
846506,204864,038549081X,10
846513,204864,038549744X,9
846515,204864,0385500696,9
846520,204864,0385507607,8
846522,204864,0385509510,10
846530,204864,0385720955,9
846535,204864,0385722206,9
846540,204864,039304632X,9
846543,204864,039308700X,10
846545,204864,0393308804,8
846556,204864,0393955524,10
846559,204864,0394498216,10
846560,204864,0394506685,8
846563,204864,0394558235,8
846575,204864,0394805720,10
846597,204864,0399148019,9
846606,204864,0399152288,7
846611,204864,0413537900,10
846650,204864,0425158594,3
846664,204864,0425167720,10
846667,204864,0425169863,10
846703,204864,0440206154,10
846727,204864,0440225442,7
846739,204864,0440314887,10
846746,204864,0440414806,10
846753,204864,0440940001,10
846764,204864,0441010512,7
846771,204864,0441172717,10
846798,204864,0446322180,10
846816,204864,0446391301,10
846819,204864,0446400157,7
846830,204864,0446403342,9
846851,204864,0446600458,8
846852,204864,0446600474,7
846853,204864,0446601241,9
846856,204864,0446602612,10
846857,204864,0446602620,10
846859,204864,0446603929,5
846861,204864,0446605484,8
846865,204864,0446606383,7
846880,204864,044661100X,7
846883,204864,0446611379,7
846890,204864,0446612545,8
846892,204864,0446612790,9
846896,204864,0446667900,10
846900,204864,0446674249,10
846904,204864,0446677922,9
846913,204864,0449002128,7
846916,204864,0449005615,9
846920,204864,0449005909,8
846925,204864,0449006565,8
846943,204864,0449149900,5
846952,204864,0449209997,9
846956,204864,0449210952,7
846959,204864,0449211827,10
846960,204864,0449212602,10
846962,204864,0449212858,7
847000,204864,0449908798,6
847012,204864,0451163966,10
847014,204864,0451169514,5
847015,204864,0451169530,10
847020,204864,0451176464,5
847033,204864,0451188454,10
847035,204864,0451191951,10
847039,204864,0451198808,10
847051,204864,0451205685,8
847054,204864,0451207645,10
847068,204864,0451409000,5
847077,204864,0451523881,10
847092,204864,0452269571,10
847093,204864,0452269652,7
847153,204864,051512558X,7
847157,204864,0515128821,9
847162,204864,0515134864,8
847171,204864,0517554399,10
847192,204864,0553110845,10
847200,204864,0553208845,9
847201,204864,0553209671,10
847203,204864,0553213202,10
847231,204864,0553274295,10
847237,204864,0553278223,10
847238,204864,0553278274,10
847239,204864,055327886X,8
847253,204864,0553287893,10
847256,204864,0553289063,8
847262,204864,0553294385,8
847266,204864,0553297090,9
847269,204864,0553377868,10
847287,204864,0553566040,9
847293,204864,0553569031,8
847305,204864,0553571931,10
847328,204864,0553575384,7
847338,204864,0553580272,10
847339,204864,0553580302,10
847343,204864,0553581295,8
847347,204864,0553582704,8
847370,204864,0609608444,10
847404,204864,0671014420,7
847407,204864,0671017063,8
847413,204864,0671024809,7
847422,204864,0671038443,8
847423,204864,0671042262,8
847432,204864,0671528904,7
847439,204864,0671601075,10
847448,204864,0671701592,10
847454,204864,0671743058,9
847461,204864,0671786040,9
847467,204864,0671880314,9
847476,204864,0679425268,7
847478,204864,0679429220,10
847479,204864,0679435328,8
847480,204864,0679437320,9
847481,204864,0679441018,8
847484,204864,0679446486,8
847486,204864,0679452206,10
847488,204864,0679454470,6
847497,204864,067972267X,9
847506,204864,0679728899,10
847508,204864,0679731180,10
847510,204864,0679732268,10
847513,204864,0679733973,8
847521,204864,0679736301,9
847531,204864,0679742298,9
847537,204864,0679746048,9
847543,204864,0679760229,9
847545,204864,067976402X,10
847549,204864,0679767819,10
847550,204864,0679774025,8
847553,204864,0679777547,10
847554,204864,0679781382,9
847556,204864,0679785892,8
847558,204864,0679893105,9
847563,204864,0684826801,10
847575,204864,0684853159,9
847576,204864,0684853949,8
847582,204864,0684869241,6
847584,204864,0684874350,10
847586,204864,0688046606,7
847606,204864,0689829833,10
847622,204864,0743222008,9
847631,204864,0743235053,8
847669,204864,0743467523,9
847671,204864,0743471393,6
847672,204864,0743474325,6
847708,204864,0786014873,9
847709,204864,078601489X,7
847718,204864,078670621X,8
847732,204864,0786866039,10
847734,204864,0786866462,9
847746,204864,0786890436,8
847748,204864,0802130208,10
847756,204864,0802139256,8
847769,204864,0804111359,9
847791,204864,0805012478,10
847792,204864,080505104X,10
847794,204864,0805054081,10
847805,204864,0805065415,8
847837,204864,0812524853,8
847853,204864,0812550706,10
847855,204864,0812564375,8
847867,204864,0812580370,8
847872,204864,0812971043,9
847882,204864,0840734247,8
847886,204864,0842329129,6
847893,204864,0843948507,3
847930,204864,0915230151,8
847965,204864,1400060923,9
847971,204864,1551667010,6
847972,204864,1551667215,3
847975,204864,1551668246,7
848002,204864,1570629137,8
848011,204864,1573226521,9
848012,204864,1573227889,10
848013,204864,1573227978,9
848014,204864,1573228737,7
848020,204864,1582341338,7
848047,204864,1853262102,10
848075,204864,193156146X,9
848105,204900,1875989218,8
848142,204929,0425158640,8
848143,204929,0425180964,7
848145,204929,0440221471,8
848146,204929,0440241537,7
848147,204929,0441569595,8
848148,204929,0446355569,9
848155,204931,2070375161,6
848190,204945,0751533793,10
848209,204946,0156030209,6
848224,204946,0374527229,10
848227,204946,0451197399,8
848241,204946,0552996009,8
848264,204946,0812968379,8
848280,204946,1853260045,10
848290,204946,1861976127,10
848310,204953,0743411439,7
848321,204959,0751502014,6
848330,204962,0375760903,6
848351,204964,0312144237,6
848361,204964,0375422307,10
848372,204964,044022330X,9
848373,204964,0441478123,10
848378,204964,0451523938,6
848381,204964,0452269571,10
848385,204964,0452281423,8
848386,204964,0452281431,8
848387,204964,0452281458,8
848395,204964,0553212443,7
848398,204964,0553562614,9
848407,204964,0671748084,7
848408,204964,0671897071,5
848410,204964,0679454470,7
848432,204964,0811828964,8
848458,204964,2070368076,9
848481,204971,0374503486,10
848501,204974,0684847957,7
848502,204978,0060809833,10
848504,204978,014028009X,8
848505,204978,0316769487,10
848507,204978,0451158237,10
848508,204978,0451526554,10
848542,205001,044022165X,10
848551,205019,0971880107,6
848554,205028,0440498058,8
848562,205037,0452285186,8
848586,205038,0316601950,7
848587,205038,0345335406,6
848590,205038,0399144587,6
848591,205038,0446611867,7
848619,205057,0060934913,10
848620,205058,0349109699,7
848623,205059,0440236673,4
848637,205069,037541309X,9
848642,205072,0671013963,9
848643,205072,0671013971,9
848646,205072,0671020366,9
848647,205072,0671020374,8
848650,205072,0671882678,8
848653,205072,0671891510,9
848654,205072,0671894234,9
848656,205072,0743406427,9
848657,205072,0743406443,9
848658,205072,0786889101,8
848700,205111,0140096930,7
848703,205111,0553273914,10
848748,205148,0060964049,7
848751,205153,0091842050,10
848759,205162,0312195516,8
848761,205162,0425155293,6
848768,205166,0152050167,7
848769,205166,0312995423,7
848772,205166,0385504209,9
848788,205166,342333052X,8
848795,205166,3453863674,5
848805,205166,8845205118,7
848848,205194,0811818276,10
848851,205196,0425156966,9
848857,205196,1551669153,10
848865,205197,0140230165,7
848868,205197,0156904365,8
848872,205197,0316776963,6
848874,205197,0380732181,4
848876,205197,0380789035,9
848882,205197,0440127793,8
848884,205197,0440226686,5
848886,205197,0446391301,8
848893,205197,0679441018,8
848894,205197,0679721819,7
848914,205200,0671024094,6
848921,205211,034543014X,8
848935,205225,0060951303,10
848938,205226,0553099558,8
848939,205226,074321689X,10
848940,205226,0743235150,10
848952,205257,0099740516,6
848954,205259,0140113428,7
848955,205259,0399144463,5
848967,205265,0618150730,5
848975,205280,0312306326,7
848976,205280,0312983271,2
848978,205280,080411935X,4
848979,205280,1551669161,4
848981,205281,0140374248,10
848986,205281,0385503822,6
848989,205281,0439376068,10
848991,205281,0440432960,10
848992,205281,0446532452,9
848993,205281,0446605239,9
848998,205281,0590568752,10
848999,205281,0671025333,9
849000,205281,0671619373,7
849001,205281,0671870807,9
849012,205281,0894800159,10
849013,205281,089480829X,10
849034,205286,0330334026,4
849036,205291,0671003755,6
849038,205293,0446515078,5
849040,205303,0375704027,10
849051,205318,0553583956,8
849073,205338,0971880107,2
849075,205348,0141439556,8
849080,205353,0064462080,10
849104,205356,031298328X,5
849105,205356,0425182908,2
849106,205356,0446611921,8
849107,205356,0671624415,9
849108,205356,0743205820,3
849109,205356,0786889756,7
849113,205360,0399141146,8
849115,205360,0740704818,6
849126,205366,0440222028,9
849159,205383,0140620125,9
849165,205383,0141007338,7
849168,205383,0316096199,9
849172,205383,0330375253,10
849173,205383,0330376136,4
849178,205383,0380713810,7
849180,205383,0385496095,5
849181,205383,0385605145,9
849186,205383,0451162145,4
849188,205383,0552146986,10
849191,205383,0552999458,10
849192,205383,0552999954,10
849196,205383,0613225783,10
849212,205383,0671894455,8
849230,205383,0786867647,9
849238,205383,1857022424,10
849243,205389,0399147284,7
849247,205389,0446530522,9
849248,205389,067091021X,5
849251,205395,081120118X,8
849257,205404,0060557257,7
849269,205418,0140140352,8
849272,205426,0060987103,8
849275,205426,0316779059,6
849279,205426,0451139755,8
849281,205426,0451151259,7
849286,205426,0553210114,7
849288,205426,0671039725,9
849290,205426,0684830426,7
849308,205436,0679762108,5
849329,205448,0671023616,6
849330,205448,0671741187,6
849334,205448,1853260010,8
849393,205458,0679400702,7
849405,205473,0060175400,9
849417,205473,0061054909,8
849420,205473,0064404994,10
849422,205473,006440501X,10
849424,205473,0064405036,10
849426,205473,0064405052,10
849436,205473,0140272658,8
849440,205473,0140434895,3
849465,205473,0312874014,10
849471,205473,0312976275,10
849472,205473,0312980140,10
849474,205473,0312983867,10
849475,205473,0312990456,10
849484,205473,0330267388,10
849497,205473,0345423399,10
849522,205473,0385484518,8
849534,205473,0395177111,10
849547,205473,0439136350,9
849552,205473,0440212812,10
849554,205473,0440214920,10
849555,205473,0440215439,10
849556,205473,0440217989,10
849558,205473,0440221919,9
849560,205473,0440222699,10
849585,205473,044661095X,10
849586,205473,044661257X,2
849597,205473,0449215296,10
849645,205473,0553274465,10
849648,205473,0553282204,10
849652,205473,0553564978,10
849659,205473,0553572997,9
849664,205473,055357857X,9
849715,205473,0679750789,7
849772,205473,0812575350,10
849802,205473,1565049004,8
849814,205473,184149058X,9
849815,205473,1841491101,10
849830,205473,1931520003,9
849844,205481,0064471837,9
849847,205483,063403541X,5
849877,205483,8478800336,5
849880,205485,0316899984,7
849881,205485,0375506039,7
849882,205485,0515135828,10
849889,205487,0061057649,8
849890,205487,0061092177,9
849892,205487,0064400581,8
849893,205487,0064407667,5
849895,205487,0140361219,7
849896,205487,0140366733,7
849897,205487,0140367152,9
849961,205487,067151699X,9
849996,205487,1573240397,9
849997,205489,0451523261,8
849998,205491,0312924585,10
850006,205502,0060830956,9
850017,205502,0553212583,9
850029,205502,1573441244,5
850035,205503,044900371X,7
850073,205510,0670894184,7
850074,205511,0679721886,8
850144,205529,0380725827,8
850149,205536,0440998050,9
850173,205539,0671443283,10
850174,205539,0671793489,9
850208,205554,0345339681,10
